g,date,opponent,outcome,w,l,pts,opts,team_master,team_abbrev,season
14,"Tue, Nov 28, 2006",New Jersey Nets,W,4,10,96,92,CHA,CHA,2007
15,"Wed, Nov 29, 2006",Atlanta Hawks,L,4,11,90,99,CHA,CHA,2007
16,"Fri, Dec 1, 2006",Washington Wizards,L,4,12,109,121,CHA,CHA,2007
17,"Sun, Dec 3, 2006",Detroit Pistons,W,5,12,97,89,CHA,CHA,2007
18,"Wed, Dec 6, 2006",San Antonio Spurs,L,5,13,76,96,CHA,CHA,2007
19,"Fri, Dec 8, 2006",Houston Rockets,L,5,14,62,92,CHA,CHA,2007
20,"Sun, Dec 10, 2006",Phoenix Suns,L,5,15,84,114,CHA,CHA,2007
21,"Wed, Dec 13, 2006",Cleveland Cavaliers,L,5,16,101,104,CHA,CHA,2007
22,"Thu, Dec 14, 2006",Orlando Magic,W,6,16,99,89,CHA,CHA,2007
23,"Sat, Dec 16, 2006",Boston Celtics,L,6,17,100,106,CHA,CHA,2007
24,"Wed, Dec 20, 2006",New York Knicks,L,6,18,109,111,CHA,CHA,2007
25,"Fri, Dec 22, 2006",Utah Jazz,W,7,18,101,89,CHA,CHA,2007
26,"Sat, Dec 23, 2006",Chicago Bulls,L,7,19,76,115,CHA,CHA,2007
27,"Tue, Dec 26, 2006",Dallas Mavericks,L,7,20,84,97,CHA,CHA,2007
28,"Wed, Dec 27, 2006",Washington Wizards,L,7,21,107,114,CHA,CHA,2007
29,"Fri, Dec 29, 2006",Los Angeles Lakers,W,8,21,133,124,CHA,CHA,2007
30,"Sat, Dec 30, 2006",Indiana Pacers,W,9,21,113,102,CHA,CHA,2007
31,"Mon, Jan 1, 2007",Minnesota Timberwolves,L,9,22,96,102,CHA,CHA,2007
32,"Fri, Jan 5, 2007",Orlando Magic,L,9,23,74,106,CHA,CHA,2007
33,"Wed, Jan 10, 2007",Detroit Pistons,W,10,23,103,96,CHA,CHA,2007
34,"Fri, Jan 12, 2007",New York Knicks,W,11,23,126,110,CHA,CHA,2007
35,"Sat, Jan 13, 2007",Philadelphia 76ers,W,12,23,89,83,CHA,CHA,2007
36,"Mon, Jan 15, 2007",Milwaukee Bucks,L,12,24,91,99,CHA,CHA,2007
37,"Wed, Jan 17, 2007",New Jersey Nets,L,12,25,85,92,CHA,CHA,2007
38,"Fri, Jan 19, 2007",Atlanta Hawks,W,13,25,96,75,CHA,CHA,2007
39,"Sat, Jan 20, 2007",Atlanta Hawks,W,14,25,104,85,CHA,CHA,2007
40,"Mon, Jan 22, 2007",Toronto Raptors,L,14,26,84,105,CHA,CHA,2007
41,"Wed, Jan 24, 2007",Detroit Pistons,L,14,27,92,103,CHA,CHA,2007
42,"Fri, Jan 26, 2007",Los Angeles Lakers,W,15,27,106,97,CHA,CHA,2007
43,"Sat, Jan 27, 2007",Golden State Warriors,L,15,28,105,131,CHA,CHA,2007
44,"Mon, Jan 29, 2007",Denver Nuggets,W,16,28,105,101,CHA,CHA,2007
45,"Wed, Jan 31, 2007",New York Knicks,W,17,28,104,87,CHA,CHA,2007
46,"Fri, Feb 2, 2007",Cleveland Cavaliers,L,17,29,81,101,CHA,CHA,2007
47,"Sat, Feb 3, 2007",Golden State Warriors,W,18,29,98,90,CHA,CHA,2007
48,"Mon, Feb 5, 2007",Miami Heat,L,18,30,93,113,CHA,CHA,2007
49,"Wed, Feb 7, 2007",Philadelphia 76ers,L,18,31,83,92,CHA,CHA,2007
50,"Fri, Feb 9, 2007",Portland Trail Blazers,L,18,32,100,108,CHA,CHA,2007
51,"Sat, Feb 10, 2007",Houston Rockets,L,18,33,83,104,CHA,CHA,2007
52,"Wed, Feb 14, 2007",Chicago Bulls,W,19,33,100,85,CHA,CHA,2007
53,"Tue, Feb 20, 2007",New Orleans/Oklahoma City Hornets,W,20,33,104,100,CHA,CHA,2007
54,"Wed, Feb 21, 2007",Minnesota Timberwolves,W,21,33,100,95,CHA,CHA,2007
55,"Fri, Feb 23, 2007",Philadelphia 76ers,W,22,33,102,87,CHA,CHA,2007
56,"Sat, Feb 24, 2007",Toronto Raptors,L,22,34,76,93,CHA,CHA,2007
57,"Mon, Feb 26, 2007",Los Angeles Clippers,L,22,35,93,100,CHA,CHA,2007
58,"Wed, Feb 28, 2007",Sacramento Kings,L,22,36,120,135,CHA,CHA,2007
59,"Thu, Mar 1, 2007",Portland Trail Blazers,L,22,37,90,127,CHA,CHA,2007
60,"Sun, Mar 4, 2007",Seattle SuperSonics,L,22,38,89,96,CHA,CHA,2007
61,"Mon, Mar 5, 2007",Utah Jazz,L,22,39,95,120,CHA,CHA,2007
62,"Wed, Mar 7, 2007",Phoenix Suns,L,22,40,106,115,CHA,CHA,2007
63,"Sat, Mar 10, 2007",Memphis Grizzlies,L,22,41,107,115,CHA,CHA,2007
64,"Mon, Mar 12, 2007",Orlando Magic,W,23,41,119,108,CHA,CHA,2007
65,"Wed, Mar 14, 2007",Sacramento Kings,W,24,41,111,108,CHA,CHA,2007
66,"Fri, Mar 16, 2007",Los Angeles Clippers,L,24,42,93,102,CHA,CHA,2007
67,"Sat, Mar 17, 2007",Milwaukee Bucks,L,24,43,91,97,CHA,CHA,2007
68,"Tue, Mar 20, 2007",Cleveland Cavaliers,W,25,43,108,100,CHA,CHA,2007
69,"Wed, Mar 21, 2007",Boston Celtics,W,26,43,92,84,CHA,CHA,2007
70,"Fri, Mar 23, 2007",Philadelphia 76ers,L,26,44,97,106,CHA,CHA,2007
71,"Sat, Mar 24, 2007",New Jersey Nets,L,26,45,107,113,CHA,CHA,2007
72,"Wed, Mar 28, 2007",Atlanta Hawks,W,27,45,101,87,CHA,CHA,2007
73,"Fri, Mar 30, 2007",Milwaukee Bucks,W,28,45,97,81,CHA,CHA,2007
74,"Sun, Apr 1, 2007",Toronto Raptors,L,28,46,94,107,CHA,CHA,2007
75,"Tue, Apr 3, 2007",Washington Wizards,W,29,46,122,102,CHA,CHA,2007
76,"Wed, Apr 4, 2007",Washington Wizards,W,30,46,108,100,CHA,CHA,2007
77,"Fri, Apr 6, 2007",Indiana Pacers,L,30,47,102,112,CHA,CHA,2007
78,"Sun, Apr 8, 2007",Miami Heat,W,31,47,111,103,CHA,CHA,2007
79,"Tue, Apr 10, 2007",Miami Heat,W,32,47,92,82,CHA,CHA,2007
80,"Fri, Apr 13, 2007",Chicago Bulls,L,32,48,81,100,CHA,CHA,2007
81,"Sat, Apr 14, 2007",Milwaukee Bucks,W,33,48,113,92,CHA,CHA,2007
82,"Wed, Apr 18, 2007",New York Knicks,L,33,49,93,94,CHA,CHA,2007
1,"Fri, Nov 2, 2007",Milwaukee Bucks,W,1,0,102,99,CHA,CHA,2008
2,"Sun, Nov 4, 2007",Miami Heat,W,2,0,90,88,CHA,CHA,2008
3,"Tue, Nov 6, 2007",Phoenix Suns,L,2,1,83,115,CHA,CHA,2008
4,"Wed, Nov 7, 2007",Philadelphia 76ers,L,2,2,63,94,CHA,CHA,2008
5,"Fri, Nov 9, 2007",Indiana Pacers,W,3,2,96,87,CHA,CHA,2008
6,"Sun, Nov 11, 2007",Houston Rockets,L,3,3,82,85,CHA,CHA,2008
7,"Tue, Nov 13, 2007",Miami Heat,W,4,3,91,76,CHA,CHA,2008
8,"Wed, Nov 14, 2007",Atlanta Hawks,L,4,4,109,117,CHA,CHA,2008
9,"Sat, Nov 17, 2007",Seattle SuperSonics,W,5,4,100,84,CHA,CHA,2008
10,"Mon, Nov 19, 2007",Portland Trail Blazers,W,6,4,101,92,CHA,CHA,2008
11,"Wed, Nov 21, 2007",Washington Wizards,L,6,5,111,114,CHA,CHA,2008
12,"Fri, Nov 23, 2007",Orlando Magic,L,6,6,92,105,CHA,CHA,2008
13,"Sat, Nov 24, 2007",Boston Celtics,L,6,7,95,96,CHA,CHA,2008
14,"Tue, Nov 27, 2007",Miami Heat,L,6,8,90,110,CHA,CHA,2008
15,"Sat, Dec 1, 2007",Chicago Bulls,L,6,9,95,111,CHA,CHA,2008
16,"Mon, Dec 3, 2007",Toronto Raptors,L,6,10,79,98,CHA,CHA,2008
17,"Wed, Dec 5, 2007",Chicago Bulls,L,6,11,82,91,CHA,CHA,2008
18,"Sat, Dec 8, 2007",Cleveland Cavaliers,W,7,11,96,93,CHA,CHA,2008
19,"Sun, Dec 9, 2007",Detroit Pistons,L,7,12,85,104,CHA,CHA,2008
20,"Wed, Dec 12, 2007",Los Angeles Clippers,W,8,12,108,103,CHA,CHA,2008
21,"Fri, Dec 14, 2007",Orlando Magic,L,8,13,87,103,CHA,CHA,2008
22,"Sat, Dec 15, 2007",Atlanta Hawks,L,8,14,84,93,CHA,CHA,2008
23,"Wed, Dec 19, 2007",Utah Jazz,W,9,14,98,92,CHA,CHA,2008
24,"Fri, Dec 21, 2007",New York Knicks,W,10,14,105,95,CHA,CHA,2008
25,"Sat, Dec 22, 2007",Milwaukee Bucks,L,10,15,99,103,CHA,CHA,2008
26,"Wed, Dec 26, 2007",Washington Wizards,L,10,16,104,108,CHA,CHA,2008
27,"Fri, Dec 28, 2007",New Orleans Hornets,L,10,17,85,99,CHA,CHA,2008
28,"Sat, Dec 29, 2007",Orlando Magic,L,10,18,95,104,CHA,CHA,2008
29,"Mon, Dec 31, 2007",Indiana Pacers,W,11,18,107,103,CHA,CHA,2008
30,"Wed, Jan 2, 2008",Chicago Bulls,L,11,19,97,109,CHA,CHA,2008
31,"Fri, Jan 4, 2008",New Jersey Nets,L,11,20,96,102,CHA,CHA,2008
32,"Sun, Jan 6, 2008",Milwaukee Bucks,L,11,21,89,93,CHA,CHA,2008
33,"Tue, Jan 8, 2008",New Jersey Nets,W,12,21,115,99,CHA,CHA,2008
34,"Wed, Jan 9, 2008",Boston Celtics,W,13,21,95,83,CHA,CHA,2008
35,"Fri, Jan 11, 2008",Cleveland Cavaliers,L,13,22,106,113,CHA,CHA,2008
36,"Sat, Jan 12, 2008",Detroit Pistons,L,13,23,100,103,CHA,CHA,2008
37,"Mon, Jan 14, 2008",Denver Nuggets,W,14,23,119,116,CHA,CHA,2008
38,"Wed, Jan 16, 2008",Orlando Magic,W,15,23,99,93,CHA,CHA,2008
39,"Fri, Jan 18, 2008",New Orleans Hornets,L,15,24,84,112,CHA,CHA,2008
40,"Sat, Jan 19, 2008",Memphis Grizzlies,W,16,24,105,87,CHA,CHA,2008
41,"Mon, Jan 21, 2008",San Antonio Spurs,L,16,25,86,95,CHA,CHA,2008
42,"Wed, Jan 23, 2008",Dallas Mavericks,L,16,26,95,102,CHA,CHA,2008
43,"Fri, Jan 25, 2008",Chicago Bulls,W,17,26,90,77,CHA,CHA,2008
44,"Sat, Jan 26, 2008",Philadelphia 76ers,L,17,27,96,103,CHA,CHA,2008
45,"Mon, Jan 28, 2008",Los Angeles Clippers,W,18,27,107,100,CHA,CHA,2008
46,"Wed, Jan 30, 2008",Sacramento Kings,L,18,28,91,105,CHA,CHA,2008
47,"Fri, Feb 1, 2008",Golden State Warriors,L,18,29,96,127,CHA,CHA,2008
48,"Sat, Feb 2, 2008",Denver Nuggets,L,18,30,101,117,CHA,CHA,2008
49,"Mon, Feb 4, 2008",Phoenix Suns,L,18,31,104,118,CHA,CHA,2008
50,"Fri, Feb 8, 2008",New Jersey Nets,L,18,32,90,104,CHA,CHA,2008
51,"Sun, Feb 10, 2008",Detroit Pistons,L,18,33,87,113,CHA,CHA,2008
52,"Mon, Feb 11, 2008",Los Angeles Lakers,L,18,34,97,106,CHA,CHA,2008
53,"Wed, Feb 13, 2008",Atlanta Hawks,W,19,34,100,98,CHA,CHA,2008
54,"Tue, Feb 19, 2008",San Antonio Spurs,L,19,35,65,85,CHA,CHA,2008
55,"Fri, Feb 22, 2008",Sacramento Kings,L,19,36,115,116,CHA,CHA,2008
56,"Sat, Feb 23, 2008",Washington Wizards,L,19,37,95,110,CHA,CHA,2008
57,"Wed, Feb 27, 2008",New York Knicks,L,19,38,89,113,CHA,CHA,2008
58,"Fri, Feb 29, 2008",Boston Celtics,L,19,39,100,108,CHA,CHA,2008
59,"Sun, Mar 2, 2008",Toronto Raptors,W,20,39,110,98,CHA,CHA,2008
60,"Tue, Mar 4, 2008",Minnesota Timberwolves,W,21,39,109,89,CHA,CHA,2008
61,"Wed, Mar 5, 2008",Golden State Warriors,W,22,39,118,109,CHA,CHA,2008
62,"Fri, Mar 7, 2008",Atlanta Hawks,W,23,39,108,93,CHA,CHA,2008
63,"Sat, Mar 8, 2008",Washington Wizards,W,24,39,100,97,CHA,CHA,2008
64,"Wed, Mar 12, 2008",Dallas Mavericks,L,24,40,93,118,CHA,CHA,2008
65,"Fri, Mar 14, 2008",Houston Rockets,L,24,41,80,89,CHA,CHA,2008
66,"Sun, Mar 16, 2008",Cleveland Cavaliers,L,24,42,91,98,CHA,CHA,2008
67,"Mon, Mar 17, 2008",Memphis Grizzlies,L,24,43,80,98,CHA,CHA,2008
68,"Wed, Mar 19, 2008",Indiana Pacers,L,24,44,95,102,CHA,CHA,2008
69,"Sat, Mar 22, 2008",Miami Heat,W,25,44,94,82,CHA,CHA,2008
70,"Tue, Mar 25, 2008",Utah Jazz,L,25,45,106,128,CHA,CHA,2008
71,"Wed, Mar 26, 2008",Los Angeles Lakers,W,26,45,108,95,CHA,CHA,2008
72,"Fri, Mar 28, 2008",Seattle SuperSonics,W,27,45,96,93,CHA,CHA,2008
73,"Sat, Mar 29, 2008",Portland Trail Blazers,W,28,45,93,85,CHA,CHA,2008
74,"Mon, Mar 31, 2008",Toronto Raptors,L,28,46,100,104,CHA,CHA,2008
75,"Wed, Apr 2, 2008",Cleveland Cavaliers,L,28,47,114,118,CHA,CHA,2008
76,"Fri, Apr 4, 2008",Toronto Raptors,W,29,47,105,100,CHA,CHA,2008
77,"Sat, Apr 5, 2008",Boston Celtics,L,29,48,78,101,CHA,CHA,2008
78,"Tue, Apr 8, 2008",Minnesota Timberwolves,W,30,48,121,119,CHA,CHA,2008
79,"Wed, Apr 9, 2008",New York Knicks,L,30,49,107,109,CHA,CHA,2008
80,"Sat, Apr 12, 2008",Indiana Pacers,W,31,49,107,103,CHA,CHA,2008
81,"Tue, Apr 15, 2008",New Jersey Nets,L,31,50,108,112,CHA,CHA,2008
82,"Wed, Apr 16, 2008",Philadelphia 76ers,W,32,50,115,109,CHA,CHA,2008
1,"Thu, Oct 30, 2008",Cleveland Cavaliers,L,0,1,79,96,CHA,CHA,2009
2,"Sat, Nov 1, 2008",Miami Heat,W,1,1,100,87,CHA,CHA,2009
3,"Mon, Nov 3, 2008",Detroit Pistons,L,1,2,83,101,CHA,CHA,2009
4,"Wed, Nov 5, 2008",New York Knicks,L,1,3,98,101,CHA,CHA,2009
5,"Fri, Nov 7, 2008",New Orleans Hornets,W,2,3,92,89,CHA,CHA,2009
6,"Sun, Nov 9, 2008",Toronto Raptors,L,2,4,79,89,CHA,CHA,2009
7,"Tue, Nov 11, 2008",Denver Nuggets,L,2,5,80,88,CHA,CHA,2009
8,"Fri, Nov 14, 2008",Utah Jazz,W,3,5,104,96,CHA,CHA,2009
9,"Sun, Nov 16, 2008",Orlando Magic,L,3,6,85,90,CHA,CHA,2009
10,"Tue, Nov 18, 2008",Dallas Mavericks,L,3,7,83,100,CHA,CHA,2009
11,"Fri, Nov 21, 2008",Atlanta Hawks,L,3,8,83,88,CHA,CHA,2009
12,"Sat, Nov 22, 2008",Milwaukee Bucks,L,3,9,74,79,CHA,CHA,2009
13,"Mon, Nov 24, 2008",Philadelphia 76ers,W,4,9,93,84,CHA,CHA,2009
14,"Wed, Nov 26, 2008",Toronto Raptors,L,4,10,86,93,CHA,CHA,2009
15,"Fri, Nov 28, 2008",Indiana Pacers,W,5,10,115,108,CHA,CHA,2009
16,"Sat, Nov 29, 2008",Boston Celtics,L,5,11,84,89,CHA,CHA,2009
17,"Mon, Dec 1, 2008",Minnesota Timberwolves,W,6,11,100,90,CHA,CHA,2009
18,"Wed, Dec 3, 2008",Oklahoma City Thunder,W,7,11,103,97,CHA,CHA,2009
19,"Fri, Dec 5, 2008",Milwaukee Bucks,L,7,12,96,101,CHA,CHA,2009
20,"Sat, Dec 6, 2008",Cleveland Cavaliers,L,7,13,74,94,CHA,CHA,2009
21,"Mon, Dec 8, 2008",Miami Heat,L,7,14,96,100,CHA,CHA,2009
22,"Wed, Dec 10, 2008",New Orleans Hornets,L,7,15,89,105,CHA,CHA,2009
23,"Thu, Dec 11, 2008",Dallas Mavericks,L,7,16,90,95,CHA,CHA,2009
24,"Sat, Dec 13, 2008",Detroit Pistons,L,7,17,86,90,CHA,CHA,2009
25,"Mon, Dec 15, 2008",Atlanta Hawks,L,7,18,79,83,CHA,CHA,2009
26,"Tue, Dec 16, 2008",Chicago Bulls,W,8,18,110,101,CHA,CHA,2009
27,"Fri, Dec 19, 2008",Memphis Grizzlies,W,9,18,112,83,CHA,CHA,2009
28,"Sat, Dec 20, 2008",Golden State Warriors,L,9,19,103,110,CHA,CHA,2009
29,"Tue, Dec 23, 2008",Washington Wizards,W,10,19,80,72,CHA,CHA,2009
30,"Fri, Dec 26, 2008",New Jersey Nets,W,11,19,95,87,CHA,CHA,2009
31,"Sat, Dec 27, 2008",New Jersey Nets,L,11,20,103,114,CHA,CHA,2009
32,"Tue, Dec 30, 2008",New York Knicks,L,11,21,89,93,CHA,CHA,2009
33,"Fri, Jan 2, 2009",Milwaukee Bucks,L,11,22,75,103,CHA,CHA,2009
34,"Sat, Jan 3, 2009",Milwaukee Bucks,W,12,22,102,92,CHA,CHA,2009
35,"Tue, Jan 6, 2009",Boston Celtics,W,13,22,114,106,CHA,CHA,2009
36,"Wed, Jan 7, 2009",Cleveland Cavaliers,L,13,23,81,111,CHA,CHA,2009
37,"Fri, Jan 9, 2009",Philadelphia 76ers,L,13,24,87,93,CHA,CHA,2009
38,"Sat, Jan 10, 2009",Washington Wizards,W,14,24,92,89,CHA,CHA,2009
39,"Tue, Jan 13, 2009",Detroit Pistons,W,15,24,80,78,CHA,CHA,2009
40,"Sat, Jan 17, 2009",Portland Trail Blazers,W,16,24,102,97,CHA,CHA,2009
41,"Mon, Jan 19, 2009",San Antonio Spurs,L,16,25,84,86,CHA,CHA,2009
42,"Wed, Jan 21, 2009",Memphis Grizzlies,W,17,25,101,86,CHA,CHA,2009
43,"Fri, Jan 23, 2009",Phoenix Suns,W,18,25,98,76,CHA,CHA,2009
44,"Sun, Jan 25, 2009",Indiana Pacers,L,18,26,93,98,CHA,CHA,2009
45,"Tue, Jan 27, 2009",Los Angeles Lakers,W,19,26,117,110,CHA,CHA,2009
46,"Wed, Jan 28, 2009",Portland Trail Blazers,L,19,27,74,88,CHA,CHA,2009
47,"Fri, Jan 30, 2009",Denver Nuggets,L,19,28,99,110,CHA,CHA,2009
48,"Mon, Feb 2, 2009",Utah Jazz,L,19,29,86,105,CHA,CHA,2009
49,"Fri, Feb 6, 2009",Atlanta Hawks,L,19,30,97,102,CHA,CHA,2009
50,"Sun, Feb 8, 2009",Miami Heat,L,19,31,92,96,CHA,CHA,2009
51,"Mon, Feb 9, 2009",Los Angeles Clippers,W,20,31,94,73,CHA,CHA,2009
52,"Wed, Feb 11, 2009",Washington Wizards,W,21,31,101,89,CHA,CHA,2009
53,"Tue, Feb 17, 2009",Orlando Magic,L,21,32,102,107,CHA,CHA,2009
54,"Wed, Feb 18, 2009",Indiana Pacers,W,22,32,103,94,CHA,CHA,2009
55,"Fri, Feb 20, 2009",Orlando Magic,L,22,33,80,92,CHA,CHA,2009
56,"Sun, Feb 22, 2009",Houston Rockets,L,22,34,78,99,CHA,CHA,2009
57,"Tue, Feb 24, 2009",Phoenix Suns,L,22,35,102,112,CHA,CHA,2009
58,"Wed, Feb 25, 2009",Sacramento Kings,W,23,35,98,91,CHA,CHA,2009
59,"Fri, Feb 27, 2009",Golden State Warriors,W,24,35,112,109,CHA,CHA,2009
60,"Sat, Feb 28, 2009",Los Angeles Clippers,W,25,35,100,95,CHA,CHA,2009
61,"Tue, Mar 3, 2009",Chicago Bulls,W,26,35,96,80,CHA,CHA,2009
62,"Fri, Mar 6, 2009",Atlanta Hawks,W,27,35,98,91,CHA,CHA,2009
63,"Sat, Mar 7, 2009",New York Knicks,W,28,35,114,105,CHA,CHA,2009
64,"Tue, Mar 10, 2009",San Antonio Spurs,L,28,36,86,100,CHA,CHA,2009
65,"Fri, Mar 13, 2009",Houston Rockets,L,28,37,86,91,CHA,CHA,2009
66,"Sat, Mar 14, 2009",Minnesota Timberwolves,L,28,38,100,108,CHA,CHA,2009
67,"Mon, Mar 16, 2009",Toronto Raptors,W,29,38,112,86,CHA,CHA,2009
68,"Wed, Mar 18, 2009",Sacramento Kings,W,30,38,104,88,CHA,CHA,2009
69,"Fri, Mar 20, 2009",Toronto Raptors,W,31,38,102,89,CHA,CHA,2009
70,"Sat, Mar 21, 2009",Indiana Pacers,L,31,39,83,108,CHA,CHA,2009
71,"Wed, Mar 25, 2009",Washington Wizards,L,31,40,93,95,CHA,CHA,2009
72,"Fri, Mar 27, 2009",Philadelphia 76ers,W,32,40,100,95,CHA,CHA,2009
73,"Sat, Mar 28, 2009",New York Knicks,W,33,40,96,85,CHA,CHA,2009
74,"Tue, Mar 31, 2009",Los Angeles Lakers,W,34,40,94,84,CHA,CHA,2009
75,"Wed, Apr 1, 2009",Boston Celtics,L,34,41,109,111,CHA,CHA,2009
76,"Fri, Apr 3, 2009",Miami Heat,L,34,42,92,97,CHA,CHA,2009
77,"Sun, Apr 5, 2009",Detroit Pistons,L,34,43,97,104,CHA,CHA,2009
78,"Tue, Apr 7, 2009",Philadelphia 76ers,W,35,43,101,98,CHA,CHA,2009
79,"Fri, Apr 10, 2009",Oklahoma City Thunder,L,35,44,81,84,CHA,CHA,2009
80,"Sat, Apr 11, 2009",Chicago Bulls,L,35,45,106,113,CHA,CHA,2009
81,"Mon, Apr 13, 2009",New Jersey Nets,L,35,46,87,91,CHA,CHA,2009
82,"Wed, Apr 15, 2009",Orlando Magic,L,35,47,73,98,CHA,CHA,2009
1,"Wed, Oct 28, 2009",Boston Celtics,L,0,1,59,92,CHA,CHA,2010
2,"Fri, Oct 30, 2009",New York Knicks,W,1,1,102,100,CHA,CHA,2010
3,"Sat, Oct 31, 2009",Cleveland Cavaliers,L,1,2,79,90,CHA,CHA,2010
4,"Mon, Nov 2, 2009",New Jersey Nets,W,2,2,79,68,CHA,CHA,2010
5,"Fri, Nov 6, 2009",Atlanta Hawks,W,3,2,103,83,CHA,CHA,2010
6,"Sat, Nov 7, 2009",Chicago Bulls,L,3,3,90,93,CHA,CHA,2010
7,"Tue, Nov 10, 2009",Orlando Magic,L,3,4,81,93,CHA,CHA,2010
8,"Wed, Nov 11, 2009",Detroit Pistons,L,3,5,75,98,CHA,CHA,2010
9,"Sat, Nov 14, 2009",Portland Trail Blazers,L,3,6,74,80,CHA,CHA,2010
10,"Mon, Nov 16, 2009",Orlando Magic,L,3,7,91,97,CHA,CHA,2010
11,"Wed, Nov 18, 2009",Philadelphia 76ers,L,3,8,84,86,CHA,CHA,2010
12,"Fri, Nov 20, 2009",Milwaukee Bucks,L,3,9,88,95,CHA,CHA,2010
13,"Sun, Nov 22, 2009",Indiana Pacers,W,4,9,104,88,CHA,CHA,2010
14,"Wed, Nov 25, 2009",Toronto Raptors,W,5,9,116,81,CHA,CHA,2010
15,"Fri, Nov 27, 2009",Cleveland Cavaliers,W,6,9,94,87,CHA,CHA,2010
16,"Sat, Nov 28, 2009",Washington Wizards,W,7,9,92,76,CHA,CHA,2010
17,"Tue, Dec 1, 2009",Boston Celtics,L,7,10,90,108,CHA,CHA,2010
18,"Fri, Dec 4, 2009",New Jersey Nets,L,7,11,91,97,CHA,CHA,2010
19,"Sat, Dec 5, 2009",Philadelphia 76ers,W,8,11,106,105,CHA,CHA,2010
20,"Tue, Dec 8, 2009",Denver Nuggets,W,9,11,107,95,CHA,CHA,2010
21,"Fri, Dec 11, 2009",San Antonio Spurs,L,9,12,85,104,CHA,CHA,2010
22,"Sat, Dec 12, 2009",Dallas Mavericks,L,9,13,97,98,CHA,CHA,2010
23,"Tue, Dec 15, 2009",New York Knicks,W,10,13,94,87,CHA,CHA,2010
24,"Wed, Dec 16, 2009",Indiana Pacers,L,10,14,98,101,CHA,CHA,2010
25,"Sat, Dec 19, 2009",Utah Jazz,L,10,15,102,110,CHA,CHA,2010
26,"Sun, Dec 20, 2009",New York Knicks,L,10,16,94,98,CHA,CHA,2010
27,"Tue, Dec 22, 2009",Detroit Pistons,W,11,16,88,76,CHA,CHA,2010
28,"Sat, Dec 26, 2009",Oklahoma City Thunder,L,11,17,91,98,CHA,CHA,2010
29,"Mon, Dec 28, 2009",Milwaukee Bucks,W,12,17,94,84,CHA,CHA,2010
30,"Wed, Dec 30, 2009",Toronto Raptors,L,12,18,103,107,CHA,CHA,2010
31,"Sat, Jan 2, 2010",Miami Heat,W,13,18,107,97,CHA,CHA,2010
32,"Sun, Jan 3, 2010",Cleveland Cavaliers,W,14,18,91,88,CHA,CHA,2010
33,"Tue, Jan 5, 2010",Chicago Bulls,W,15,18,113,108,CHA,CHA,2010
34,"Thu, Jan 7, 2010",New York Knicks,L,15,19,93,97,CHA,CHA,2010
35,"Sat, Jan 9, 2010",Memphis Grizzlies,W,16,19,89,87,CHA,CHA,2010
36,"Tue, Jan 12, 2010",Houston Rockets,W,17,19,102,94,CHA,CHA,2010
37,"Fri, Jan 15, 2010",San Antonio Spurs,W,18,19,92,76,CHA,CHA,2010
38,"Sat, Jan 16, 2010",Phoenix Suns,W,19,19,125,99,CHA,CHA,2010
39,"Mon, Jan 18, 2010",Sacramento Kings,W,20,19,105,103,CHA,CHA,2010
40,"Wed, Jan 20, 2010",Miami Heat,W,21,19,104,65,CHA,CHA,2010
41,"Fri, Jan 22, 2010",Atlanta Hawks,L,21,20,89,103,CHA,CHA,2010
42,"Sat, Jan 23, 2010",Orlando Magic,L,21,21,95,106,CHA,CHA,2010
43,"Mon, Jan 25, 2010",Denver Nuggets,L,21,22,93,104,CHA,CHA,2010
44,"Tue, Jan 26, 2010",Phoenix Suns,W,22,22,114,109,CHA,CHA,2010
45,"Fri, Jan 29, 2010",Golden State Warriors,W,23,22,121,110,CHA,CHA,2010
46,"Sat, Jan 30, 2010",Sacramento Kings,W,24,22,103,96,CHA,CHA,2010
47,"Mon, Feb 1, 2010",Portland Trail Blazers,L,24,23,79,98,CHA,CHA,2010
48,"Wed, Feb 3, 2010",Los Angeles Lakers,L,24,24,97,99,CHA,CHA,2010
49,"Sat, Feb 6, 2010",New Orleans Hornets,L,24,25,99,104,CHA,CHA,2010
50,"Tue, Feb 9, 2010",Washington Wizards,W,25,25,94,92,CHA,CHA,2010
51,"Wed, Feb 10, 2010",Minnesota Timberwolves,W,26,25,93,92,CHA,CHA,2010
52,"Tue, Feb 16, 2010",New Jersey Nets,L,26,26,94,103,CHA,CHA,2010
53,"Fri, Feb 19, 2010",Cleveland Cavaliers,W,27,26,110,93,CHA,CHA,2010
54,"Sat, Feb 20, 2010",Milwaukee Bucks,L,27,27,88,93,CHA,CHA,2010
55,"Mon, Feb 22, 2010",Los Angeles Clippers,L,27,28,94,98,CHA,CHA,2010
56,"Wed, Feb 24, 2010",Utah Jazz,L,27,29,93,102,CHA,CHA,2010
57,"Fri, Feb 26, 2010",Memphis Grizzlies,W,28,29,93,89,CHA,CHA,2010
58,"Mon, Mar 1, 2010",Dallas Mavericks,L,28,30,84,89,CHA,CHA,2010
59,"Wed, Mar 3, 2010",Boston Celtics,L,28,31,80,104,CHA,CHA,2010
60,"Fri, Mar 5, 2010",Los Angeles Lakers,W,29,31,98,83,CHA,CHA,2010
61,"Sat, Mar 6, 2010",Golden State Warriors,W,30,31,101,90,CHA,CHA,2010
